stage,value,run_id,timestamp,optimizer,activation,batch_size,learning_rate,dense_layers,input_size,epoch,train_acc,val_acc,test_acc,train_loss,val_loss,epoch_time,total_time_s,fold
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,7,0.9308035714285693,0.9821428571428484,0.9878048780487685,0.17619684869090854,0.06799417348364391,54.63050937652588,368.8558192253113,2
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,8,0.9531249999999978,0.9999999999999911,0.9999999999999879,0.13138629772999694,0.011940706724999367,55.88567018508911,424.7414894104004,2
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,9,0.9486607142857121,0.9999999999999911,0.9999999999999879,0.1565035993012962,0.00755390522785345,55.51202964782715,480.25351905822754,2
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,10,0.9709821428571407,0.9999999999999911,0.9878048780487685,0.08287710430990287,0.0056841510464176945,53.73401665687561,533.9875357151031,2
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,1,0.8035714285714267,0.973214285714277,0.9878048780487685,0.5273664502560016,0.07955660463111139,54.18234848976135,54.18234848976135,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,2,0.9151785714285693,0.9821428571428484,0.9999999999999879,0.23710870480031784,0.03365103406447006,54.19209957122803,108.37444806098938,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,3,0.9218749999999979,0.9999999999999911,0.9878048780487685,0.1635916708702484,0.007254773887585219,54.831581592559814,163.2060296535492,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,4,0.9374999999999979,0.9999999999999911,0.9878048780487685,0.16341634909622335,0.004699301469372544,54.439467906951904,217.6454975605011,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,5,0.9129464285714265,0.9999999999999911,0.9999999999999879,0.2372277137266267,0.005975597581709682,54.331801652908325,271.9772992134094,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,6,0.9397321428571407,0.9999999999999911,0.9999999999999879,0.17601455031503285,0.003411269711347913,55.054420709609985,327.0317199230194,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,7,0.9486607142857121,0.9999999999999911,0.9878048780487685,0.16821481781828712,0.0060614305194965695,53.49958109855652,380.5313010215759,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,8,0.9575892857142835,0.9999999999999911,0.9878048780487685,0.10543247586299109,0.007279411101730342,53.927056550979614,434.45835757255554,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,9,0.9620535714285692,0.9999999999999911,0.9999999999999879,0.10416958471458697,0.001089118446023859,54.56235098838806,489.0207085609436,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,10,0.950892857142855,0.9999999999999911,0.9999999999999879,0.1501312987197054,0.004487607075913819,54.58250308036804,543.6032116413116,3
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,1,0.7589285714285697,0.9910714285714197,0.9634146341463298,0.5696031669420842,0.0723468216934368,54.91298174858093,54.91298174858093,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,2,0.9040178571428551,0.9999999999999911,0.9999999999999879,0.2778856342026425,0.01633177032428114,54.71827840805054,109.63126015663147,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,3,0.9464285714285693,0.9999999999999911,0.9999999999999879,0.16947868685071718,0.008387367557068946,81.20718121528625,190.83844137191772,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,4,0.9419642857142836,0.9999999999999911,0.9999999999999879,0.15348530058067125,0.006819885706915626,89.95246458053589,280.7909059524536,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,5,0.9397321428571407,0.9999999999999911,0.9999999999999879,0.18984404475382385,0.006186403377536613,89.08035111427307,369.8712570667267,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,6,0.9419642857142836,0.9999999999999911,0.9999999999999879,0.14578481765732085,0.016489396154741095,83.74958777427673,453.6208448410034,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,7,0.9419642857142836,0.9464285714285631,0.9878048780487685,0.16665453542840844,0.1109453365157336,91.46455407142639,545.0853989124298,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,8,0.9486607142857121,0.9999999999999911,0.9999999999999879,0.1776456964767667,0.00234402923316726,89.68712067604065,634.7725195884705,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,9,0.9218749999999979,0.9999999999999911,0.9999999999999879,0.2648357738544285,0.010188696595962717,92.19275093078613,726.9652705192566,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,10,0.9531249999999978,0.9999999999999911,0.9999999999999879,0.12036016064043228,0.005084253834086492,85.1178343296051,812.0831048488617,4
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,1,0.7589285714285697,0.8928571428571349,0.8902439024390136,0.6135765311441237,0.2743009335489246,91.61936736106873,91.61936736106873,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,2,0.8816964285714266,0.973214285714277,0.9999999999999879,0.38955520441855346,0.049945961284849884,89.05966305732727,180.679030418396,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,3,0.9196428571428551,0.9910714285714197,0.9999999999999879,0.17710606302716728,0.01679517322502616,88.6731207370758,269.3521511554718,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,4,0.9308035714285693,0.9910714285714197,0.9756097560975492,0.21454324784592976,0.034300534694531135,85.29227471351624,354.64442586898804,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,5,0.9531249999999978,0.9910714285714197,0.9756097560975492,0.11492807791884298,0.014815029621916175,91.69532203674316,446.3397479057312,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,6,0.935267857142855,0.9910714285714197,0.9878048780487685,0.22658178409203902,0.024083152302149802,88.46165370941162,534.8014016151428,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,7,0.9374999999999979,0.9821428571428484,0.9878048780487685,0.1796331057329159,0.06362357640396706,89.10573387145996,623.9071354866028,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,8,0.950892857142855,0.9999999999999911,0.9756097560975492,0.14209205143717002,0.0024517370193279714,84.86173343658447,708.7688689231873,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,9,0.9620535714285692,0.9821428571428484,0.9634146341463298,0.17598215703297382,0.046876315102053506,87.3575005531311,796.1263694763184,5
epoch,10,1,20251202_172237,Adam,ReLU,12,0.001,2,64,10,0.9464285714285693,0.9821428571428484,0.9999999999999879,0.14471751303270625,0.0344975271383578,85.7411470413208,881.8675165176392,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,1,0.7477678571428554,0.9821428571428484,0.9634146341463298,0.6263892778993703,0.10594162557806193,88.11907863616943,88.11907863616943,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,2,0.9151785714285693,0.9910714285714197,0.9756097560975492,0.2535176918609062,0.05770453414879688,85.8302686214447,173.94934725761414,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,3,0.9174107142857122,0.9910714285714197,0.9878048780487685,0.21601450237046346,0.025730841003158568,89.32059907913208,263.2699463367462,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,4,0.9642857142857121,0.9999999999999911,0.9878048780487685,0.11669784182699237,0.015551967314032734,88.45054960250854,351.72049593925476,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,5,0.9196428571428551,0.9642857142857058,0.9878048780487685,0.19266313559533652,0.08484530238586353,88.8551573753357,440.57565331459045,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,6,0.9151785714285693,0.9464285714285631,0.9634146341463298,0.2773186166845588,0.14592140592863725,86.56720876693726,527.1428620815277,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,7,0.9531249999999978,0.9999999999999911,0.9999999999999879,0.12231981816252532,0.008386169145588925,92.69160509109497,619.8344671726227,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,8,0.9441964285714264,0.9999999999999911,0.9999999999999879,0.17732663800727835,0.01696690535391084,88.1194851398468,707.9539523124695,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,9,0.9486607142857121,0.9910714285714197,0.9756097560975492,0.16531689758370927,0.02057317269847234,87.3089771270752,795.2629294395447,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,10,0.9531249999999978,0.9910714285714197,0.9999999999999879,0.1036611840681869,0.0170044386426134,84.07624697685242,879.3391764163971,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,11,0.9732142857142835,0.9999999999999911,0.9878048780487685,0.08043016482484466,0.007038120645509937,86.87443351745605,966.2136099338531,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,12,0.9531249999999978,0.9999999999999911,0.9999999999999879,0.13142915031338395,0.002369732716163375,89.40348839759827,1055.6170983314514,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,13,0.9620535714285692,0.9999999999999911,0.9999999999999879,0.08344543181945983,0.00727276839877173,90.04055142402649,1145.657649755478,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,14,0.9799107142857121,0.9999999999999911,0.9878048780487685,0.07548495313273747,0.007970190598630904,86.98635578155518,1232.644005537033,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,15,0.9464285714285693,0.9464285714285631,0.9756097560975492,0.20376402714386344,0.14450445664523745,89.33877754211426,1321.9827830791473,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,16,0.950892857142855,0.9553571428571344,0.9878048780487685,0.1738642112209809,0.09104649826453348,87.1467227935791,1409.1295058727264,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,17,0.9799107142857121,0.973214285714277,0.9878048780487685,0.07842888791596365,0.0719412438837214,88.88141775131226,1498.0109236240387,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,18,0.9397321428571407,0.9910714285714197,0.9999999999999879,0.2102702180423611,0.016513279008514715,87.17065858840942,1585.1815822124481,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,19,0.9687499999999978,0.9910714285714197,0.9999999999999879,0.12201594165760173,0.015837065331717234,89.17130017280579,1674.352882385254,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,20,0.9821428571428549,0.9999999999999911,0.9756097560975492,0.07044514553841233,0.004643981885954327,90.23581266403198,1764.588695049286,1
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,1,0.6941964285714269,0.9553571428571344,0.9268292682926716,0.7002440374344572,0.12555743264965602,90.2965145111084,90.2965145111084,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,2,0.9107142857142836,0.9821428571428484,0.9756097560975492,0.25034068656220443,0.05458996120432809,87.29594612121582,177.59246063232422,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,3,0.8883928571428551,0.9910714285714197,0.9634146341463298,0.32720267697836064,0.04168843011887308,86.6729211807251,264.2653818130493,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,4,0.950892857142855,0.973214285714277,0.9756097560975492,0.16946613549433576,0.13100786885635263,89.30971312522888,353.5750949382782,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,5,0.9330357142857122,0.9910714285714197,0.9999999999999879,0.16439683637456998,0.013727545391572683,90.21414422988892,443.7892391681671,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,6,0.9397321428571407,0.9999999999999911,0.9999999999999879,0.14840459788060115,0.008179319629562014,85.05845189094543,528.8476910591125,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,7,0.9553571428571407,0.9821428571428484,0.9999999999999879,0.14867080645074401,0.02404554773550293,87.27157855033875,616.1192696094513,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,8,0.9888392857142835,0.973214285714277,0.9999999999999879,0.044341922437264814,0.052410623606703656,90.12580490112305,706.2450745105743,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,9,0.9799107142857121,0.9910714285714197,0.9999999999999879,0.059968087367971094,0.017926700404846577,90.11256885528564,796.35764336586,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,10,0.9196428571428551,0.9821428571428484,0.9756097560975492,0.27048548405036793,0.07615870344619612,90.93993425369263,887.2975776195526,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,11,0.9553571428571407,0.9999999999999911,0.9878048780487685,0.1983066380344094,0.007322504009380217,88.71801495552063,976.0155925750732,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,12,0.9531249999999978,0.9910714285714197,0.9878048780487685,0.14002783726859208,0.010800919629088673,87.64652562141418,1063.6621181964874,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,13,0.9620535714285692,0.9999999999999911,0.9756097560975492,0.1498786336139473,0.0027933706332987393,89.35464978218079,1153.0167679786682,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,14,0.966517857142855,0.9999999999999911,0.9756097560975492,0.1701295810346758,0.0035828894297732345,87.06969881057739,1240.0864667892456,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,15,0.9598214285714264,0.9999999999999911,0.9878048780487685,0.13500775695345998,0.011133431220128645,86.3942518234253,1326.480718612671,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,16,0.9486607142857121,0.9999999999999911,0.9756097560975492,0.15692510190170356,0.007974645946319399,90.06559109687805,1416.546309709549,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,17,0.950892857142855,0.9999999999999911,0.9999999999999879,0.10369224018722865,0.0013401210304826636,88.49936008453369,1505.0456697940826,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,18,0.9754464285714264,0.9999999999999911,0.9878048780487685,0.0731462473870902,0.0014638783811408496,85.04706263542175,1590.0927324295044,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,19,0.9709821428571407,0.9999999999999911,0.9999999999999879,0.08547726086388639,0.0010587935080853285,83.5742859840393,1673.6670184135437,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,20,0.950892857142855,0.9999999999999911,0.9878048780487685,0.11021687677241816,0.0013150509059808343,89.57817101478577,1763.2451894283295,2
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,1,0.7455357142857126,0.9821428571428484,0.9999999999999879,0.5896983164628689,0.07937544774800369,88.60776567459106,88.60776567459106,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,2,0.8928571428571408,0.9910714285714197,0.9999999999999879,0.28075341559347766,0.02178742347314236,91.020099401474,179.62786507606506,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,3,0.9062499999999979,0.9999999999999911,0.9999999999999879,0.27914492207180114,0.016547642569223805,85.52825140953064,265.1561164855957,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,4,0.9308035714285693,0.9910714285714197,0.9878048780487685,0.21739308891950923,0.019399334439575235,90.34320163726807,355.49931812286377,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,5,0.9553571428571407,0.9999999999999911,0.9878048780487685,0.15701675953044122,0.003441566870102538,87.90948867797852,443.4088068008423,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,6,0.9151785714285693,0.9999999999999911,0.9756097560975492,0.2488910877187398,0.010898530603948693,89.54248833656311,532.9512951374054,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,7,0.9285714285714265,0.9910714285714197,0.9999999999999879,0.20758396255821107,0.009480264642271629,86.2406063079834,619.1919014453888,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,8,0.9486607142857121,0.9910714285714197,0.9999999999999879,0.15375284122455887,0.02682759007464979,91.32738280296326,710.519284248352,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,9,0.9308035714285693,0.9999999999999911,0.9999999999999879,0.1911455701764286,0.0031965663147275054,87.83741617202759,798.3567004203796,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,10,0.9374999999999979,0.9999999999999911,0.9999999999999879,0.16292109175940656,0.0067467890623292715,89.38706755638123,887.7437679767609,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,11,0.9732142857142835,0.9999999999999911,0.9999999999999879,0.09060548334049838,0.0008669655196302094,87.5534930229187,975.2972609996796,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,12,0.9754464285714264,0.9999999999999911,0.9878048780487685,0.06849810315413493,0.0021746850107433407,89.17471051216125,1064.4719715118408,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,13,0.9486607142857121,0.9999999999999911,0.9756097560975492,0.14418607933670727,0.0014133677203419866,88.06043934822083,1152.5324108600616,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,14,0.966517857142855,0.9999999999999911,0.9878048780487685,0.08187763698307579,0.0007371881142676361,89.80505108833313,1242.3374619483948,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,15,0.9531249999999978,0.9999999999999911,0.9999999999999879,0.12232064035327155,0.0009469304621428995,84.05268955230713,1326.390151500702,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,16,0.9397321428571407,0.9999999999999911,0.9999999999999879,0.15362062019734593,0.0005207306535867525,90.84618544578552,1417.2363369464874,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,17,0.9553571428571407,0.9999999999999911,0.9999999999999879,0.11695896297377241,0.0005291647038835128,87.41619563102722,1504.6525325775146,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,18,0.9598214285714264,0.9999999999999911,0.9878048780487685,0.08785746899775385,0.000584039314032577,89.36564922332764,1594.0181818008423,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,19,0.9732142857142835,0.9999999999999911,0.9999999999999879,0.08218928488934431,0.0009271055444384776,84.12421154975891,1678.1423933506012,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,20,0.966517857142855,0.9999999999999911,0.9999999999999879,0.10633689426010384,0.000680525379152635,88.76236510276794,1766.9047584533691,3
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,1,0.6919642857142841,0.9107142857142776,0.8902439024390136,0.7119798680900447,0.23134957250606594,87.0624988079071,87.0624988079071,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,2,0.8995535714285694,0.973214285714277,0.9999999999999879,0.2621492070944176,0.060977022941057425,86.94166994094849,174.0041687488556,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,3,0.9397321428571407,0.9999999999999911,0.9999999999999879,0.20563187187404458,0.01849461874059784,84.51982498168945,258.52399373054504,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,4,0.950892857142855,0.9999999999999911,0.9999999999999879,0.12448295334304123,0.008738247499942502,90.50124216079712,349.02523589134216,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,5,0.9732142857142835,0.9999999999999911,0.9999999999999879,0.0648247656977867,0.007754670588058417,86.42643642425537,435.45167231559753,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,6,0.9598214285714264,0.9999999999999911,0.9999999999999879,0.09634673532855209,0.005896397885018242,91.00378513336182,526.4554574489594,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,7,0.9441964285714264,0.9999999999999911,0.9878048780487685,0.15231365114076229,0.007096855685761318,84.94341468811035,611.3988721370697,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,8,0.935267857142855,0.9999999999999911,0.9999999999999879,0.22753490854457933,0.006991764250674938,88.45369338989258,699.8525655269623,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,9,0.9598214285714264,0.9999999999999911,0.9999999999999879,0.09207704605406802,0.006856370113187629,90.2774167060852,790.1299822330475,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,10,0.9084821428571408,0.9910714285714197,0.9756097560975492,0.29788244118130214,0.023712190650517627,88.75637197494507,878.8863542079926,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,11,0.9464285714285693,0.9999999999999911,0.9999999999999879,0.1438677433273236,0.005971468039466032,88.28872895240784,967.1750831604004,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,12,0.9464285714285693,0.9910714285714197,0.9999999999999879,0.12425112839160359,0.018640768946494937,87.23081970214844,1054.4059028625488,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,13,0.9687499999999978,0.9999999999999911,0.9999999999999879,0.09847750104862413,0.0008481645171351689,87.43124580383301,1141.8371486663818,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,14,0.9575892857142835,0.9999999999999911,0.9999999999999879,0.14774825398178204,0.0011030967719826842,91.10275673866272,1232.9399054050446,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,15,0.9687499999999978,0.9999999999999911,0.9999999999999879,0.07803296834000693,0.0035550689834085796,88.3467161655426,1321.2866215705872,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,16,0.9464285714285693,0.9999999999999911,0.9999999999999879,0.14782595846866406,0.004880296335548814,88.83908891677856,1410.1257104873657,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,17,0.9620535714285692,0.9999999999999911,0.9999999999999879,0.13923353957112047,0.0011943216982542278,90.29771637916565,1500.4234268665314,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,18,0.9464285714285693,0.9910714285714197,0.9999999999999879,0.14326739516348264,0.02060146372566235,87.86726117134094,1588.2906880378723,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,19,0.9642857142857121,0.9910714285714197,0.9999999999999879,0.09054354143979362,0.01515402377221354,86.8624975681305,1675.1531856060028,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,20,0.9620535714285692,0.9910714285714197,0.9878048780487685,0.14381338930564036,0.025153114249080875,85.48194718360901,1760.6351327896118,4
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,1,0.738839285714284,0.9464285714285631,0.8902439024390136,0.6021472664017748,0.2478356034085382,87.6598048210144,87.6598048210144,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,2,0.8950892857142837,0.9821428571428484,0.9878048780487685,0.3307758351438671,0.06318530956299787,87.67470574378967,175.33451056480408,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,3,0.9397321428571407,0.973214285714277,0.9999999999999879,0.17017714602739645,0.08000276982576315,88.44305038452148,263.77756094932556,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,4,0.9486607142857121,0.9821428571428484,0.9999999999999879,0.1571690215558708,0.04951937067744395,84.63886332511902,348.4164242744446,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,5,0.9553571428571407,0.9821428571428484,0.9878048780487685,0.12780800353669133,0.02126549402601067,91.25454711914062,439.6709713935852,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,6,0.935267857142855,0.9999999999999911,0.9999999999999879,0.18112084254555896,0.013648743192366584,86.64413142204285,526.315102815628,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,7,0.8950892857142837,0.9910714285714197,0.9878048780487685,0.3976293008838954,0.015578519037392385,89.67730641365051,615.9924092292786,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,8,0.9553571428571407,0.9910714285714197,0.9756097560975492,0.16890070383150058,0.012461247967361637,85.7645583152771,701.7569675445557,5
epoch,20,2,20251202_194936,Adam,ReLU,12,0.001,2,64,9,0.9709821428571407,0.9821428571428484,0.9999999999999879,0.10665536477920641,0.0520660718445595,91.86603951454163,793.6230070590973,5
