parameter,param_value,run_id,timestamp,optimizer,activation,batch_size,learning_rate,dense_layers,input_size,epochs,epoch,train_acc,val_acc,test_acc,train_loss,val_loss,epoch_time,total_time_s
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,1,0.8342261904761903,0.9249999999999943,0.9512195121951104,0.41293223011972635,0.24212057671975193,733.9007122516632,733.9007122516632
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,2,0.9092261904761902,0.9437499999999941,0.9878048780487685,0.24793750363002923,0.14164539113407867,726.7018926143646,1460.6026048660278
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,3,0.9244047619047616,0.9937499999999938,0.9878048780487685,0.21837929963865976,0.041350676154251885,731.031806230545,2191.634411096573
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,4,0.9247023809523807,0.9812499999999938,0.9878048780487685,0.20160798047436396,0.0338515178853411,726.9707000255585,2918.6051111221313
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,5,0.9226190476190473,0.9999999999999938,0.9878048780487685,0.20851219992951617,0.01727928688778764,727.5246059894562,3646.1297171115875
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,6,0.9348214285714284,0.9937499999999938,0.9999999999999879,0.18222757734391568,0.026687021175348324,727.1632573604584,4373.292974472046
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,7,0.9258928571428569,0.9999999999999938,0.9999999999999879,0.19960325639694923,0.009441240887099352,732.2628993988037,5105.55587387085
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,8,0.9339285714285712,0.9999999999999938,0.9999999999999879,0.17814801999567337,0.017637225401631332,724.248060464859,5829.803934335709
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,9,0.9369047619047617,0.9499999999999941,0.9756097560975492,0.1670513829050053,0.12886041273163676,734.2691767215729,6564.0731110572815
input_size,64,1,20251202_113456,Adam,ReLU,12,0.001,1,64,10,10,0.9279761904761902,0.9937499999999938,0.9999999999999879,0.18521258504146573,0.033930611825780735,732.4252653121948,7296.498376369476
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,1,0.8961309523809521,0.9937499999999938,0.9999999999999879,0.31235445675972306,0.043377002235501734,726.1583938598633,726.1583938598633
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,2,0.9550595238095235,0.9937499999999938,0.9999999999999879,0.13526334386884364,0.02539619702147304,715.8900954723358,1442.048489332199
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,3,0.9568452380952378,0.9999999999999938,0.9999999999999879,0.12067409171889133,0.01199612900963977,766.0733954906464,2208.1218848228455
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,4,0.9726190476190474,0.9937499999999938,0.9999999999999879,0.0817040304549404,0.016889220578013814,740.387894153595,2948.5097789764404
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,5,0.9687499999999998,0.9999999999999938,0.9999999999999879,0.08097256029681633,0.011810697546752562,765.6458141803741,3714.1555931568146
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,6,0.9630952380952378,0.9999999999999938,0.9999999999999879,0.09767257254529144,0.006276830317801757,718.6641247272491,4432.819717884064
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,7,0.9592261904761902,0.9999999999999938,0.9999999999999879,0.1106354240760473,0.007507715364954446,763.9603128433228,5196.7800307273865
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,8,0.976785714285714,0.9999999999999938,0.9999999999999879,0.06710065121291595,0.007423774885683042,492.1538026332855,5688.933833360672
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,9,0.9666666666666665,0.9999999999999938,0.9999999999999879,0.08135315636645826,0.004694166100307455,735.7020182609558,6424.635851621628
input_size,128,2,20251202_133443,Adam,ReLU,12,0.001,1,128,10,10,0.9747023809523807,0.9999999999999938,0.9999999999999879,0.07142451327973892,0.0025855050011386834,761.073808670044,7185.709660291672
input_size,256,3,20251202_153900,Adam,ReLU,12,0.001,1,256,10,1,0.9318452380952379,0.9999999999999938,0.9999999999999879,0.24418056379072361,0.017929527291562296,723.9606213569641,723.9606213569641
input_size,256,3,20251202_153900,Adam,ReLU,12,0.001,1,256,10,2,0.9717261904761902,0.9999999999999938,0.9999999999999879,0.09566586054528928,0.0053276307764462795,723.2342383861542,1447.1948597431183
input_size,256,3,20251202_153900,Adam,ReLU,12,0.001,1,256,10,3,0.9806547619047616,0.9999999999999938,0.9999999999999879,0.072715756067607,0.0055398152286215575,746.0398344993591,2193.2346942424774
input_size,256,3,20251202_153900,Adam,ReLU,12,0.001,1,256,10,4,0.9806547619047616,0.9999999999999938,0.9999999999999879,0.059742431846513795,0.002090553941525273,751.522304058075,2944.7569983005524
input_size,256,3,20251202_153900,Adam,ReLU,12,0.001,1,256,10,5,0.9872023809523807,0.9999999999999938,0.9999999999999879,0.04302683237869391,0.0014986723736001202,734.1685767173767,3678.925575017929
input_size,256,3,20251202_153900,Adam,ReLU,12,0.001,1,256,10,6,0.9776785714285712,0.9999999999999938,0.9999999999999879,0.06111645645661544,0.0007866434651077676,762.6226575374603,4441.548232555389
input_size,256,3,20251202_153900,Adam,ReLU,12,0.001,1,256,10,7,0.9886904761904759,0.9999999999999938,0.9999999999999879,0.036525107072208934,0.0006371252371081897,746.335164308548,5187.883396863937
