parameter,param_value,run_id,timestamp,optimizer,activation,batch_size,learning_rate,dense_layers,input_size,epochs,epoch,train_acc,val_acc,test_acc,train_loss,val_loss,epoch_time,total_time_s
learning_rate,0.03,12,20251130_063401,Adam,ReLU,4,0.03,1,64,10,9,0.8101190476190474,0.8812499999999945,0.9390243902438911,7.995238411249147,9.840827652811942,705.7716019153595,6315.730444431305
learning_rate,0.03,12,20251130_063401,Adam,ReLU,4,0.03,1,64,10,10,0.7916666666666664,0.7937499999999951,0.8170731707316974,8.968904015173512,23.030919536948062,700.0358464717865,7015.766290903091
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,1,0.694345238095238,0.8874999999999945,0.8902439024390136,10.312413489641175,5.984019483625851,703.5623824596405,703.5623824596405
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,2,0.7648809523809522,0.8874999999999945,0.9146341463414523,9.74559859959852,6.415393550693949,696.0435338020325,1399.605916261673
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,3,0.7681547619047617,0.8999999999999944,0.9146341463414523,10.86540423117223,4.627612304687471,703.7403571605682,2103.346273422241
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,4,0.7812499999999998,0.8499999999999948,0.8536585365853555,11.134454680801854,22.21390078067766,710.6714599132538,2814.017733335495
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,5,0.7928571428571426,0.9249999999999943,0.9512195121951104,10.665140513969316,3.0674509681761073,697.3750410079956,3511.3927743434906
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,6,0.8065476190476188,0.9312499999999942,0.9146341463414523,9.312029286509466,5.034900943934886,704.5030233860016,4215.895797729492
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,7,0.7964285714285713,0.8687499999999946,0.8658536585365748,11.38124968884956,11.229271153360536,700.0133407115936,4915.909138441086
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,8,0.801190476190476,0.8499999999999948,0.9512195121951104,10.998288525108777,15.073551252484227,699.412835597992,5615.321974039078
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,9,0.7916666666666664,0.7562499999999953,0.8292682926829168,11.884467278137091,30.585113847255517,702.954197883606,6318.276171922684
learning_rate,0.04,13,20251130_083104,Adam,ReLU,4,0.04,1,64,10,10,0.8023809523809522,0.962499999999994,0.9756097560975492,10.68935076608544,2.1662327885627612,702.6709904670715,7020.947162389755
learning_rate,0.05,14,20251130_102743,Adam,ReLU,4,0.05,1,64,10,1,0.6919642857142855,0.8624999999999946,0.9024390243902329,12.765479555548653,5.646084354072774,704.8649339675903,704.8649339675903
learning_rate,0.05,14,20251130_102743,Adam,ReLU,4,0.05,1,64,10,2,0.7604166666666664,0.8374999999999948,0.9268292682926716,13.453002577949134,18.08745590895403,685.8482387065887,1390.713172674179
learning_rate,0.05,14,20251130_102743,Adam,ReLU,4,0.05,1,64,10,3,0.7732142857142855,0.8499999999999948,0.8658536585365748,14.15118204919355,17.150221641361608,694.4103634357452,2085.1235361099243
